House at 203 Prince Street,//upload.wikimedia.org/wikipedia/commons/thumb/2/24/203_Prince_Street_001.JPG/250px-203_Prince_Street_001.JPG,"1834, expanded 1888","203 Prince Street is an historic townhouse on Prince Street between MacDougal and Sullivan Streets in the SoHo neighborhood of Manhattan, New York. Built in 1834 with 2 1/2 stories on land that was once part of the estate of Aaron Burr, the house acquired an additional full story in 1888.[2] Primarily constructed in the late Federal style, the building also has elements of the Greek Revival style.[3][4]The house was designated a New York City landmark in 1979, and was added to the National Register of Historic Places in 1983.",,Private,"[""Houses on the National Register of Historic Places in Manhattan"", ""Houses completed in 1834"", ""Houses completed in 1888"", ""Landmarks in Manhattan"", ""Federal architecture in New York"", ""Houses in Manhattan""]",,"203 Prince Street, Manhattan, New York City","203 Prince Street is an historic townhouse on Prince Street between MacDougal and Sullivan Streets in the SoHo neighborhood of Manhattan, New York. Built in 1834 with 2 1/2 stories on land that was once part of the estate of Aaron Burr, the house acquired an additional full story in 1888.[2] Primarily constructed in the late Federal style, the building also has elements of the Greek Revival style.[3][4]The house was designated a New York City landmark in 1979, and was added to the National Register of Historic Places in 1983."

House at 51 Market Street,//upload.wikimedia.org/wikipedia/commons/thumb/c/cb/51-market-street.jpg/187px-51-market-street.jpg,1824,"51 Market Street is a historic house in lower Manhattan in New York City. The building was built in 1824 and was added to the National Register of Historic Places on July 29, 1977.",,,"[""New York County, New York Registered Historic Place stubs"", ""Houses on the National Register of Historic Places in New York"", ""Federal architecture in New York"", ""Houses completed in 1824"", ""Houses in Manhattan""]",,"51 Market StreetManhattan, New York City","51 Market Street is a historic house in lower Manhattan in New York City. The building was built in 1824 and was added to the National Register of Historic Places on July 29, 1977."
Houses at 83 and 85 Sullivan Street,//upload.wikimedia.org/wikipedia/commons/thumb/f/ff/83-85-sullivan-st.jpg/250px-83-85-sullivan-st.jpg,1819 (1819),"83 and 85 Sullivan Street are on Sullivan Street between Broome Street and Spring Street in Manhattan, New York. They are the two surviving Federal style rowhouses on this location, which was at one point part of the Bayard farm.[1]",,,"[""Houses on the National Register of Historic Places in Manhattan"", ""Greenwich Village"", ""Landmarks in Manhattan"", ""Houses completed in 1819""]",,"83-85 Sullivan Street, Manhattan, New York City, New York","83 and 85 Sullivan Street are on Sullivan Street between Broome Street and Spring Street in Manhattan, New York. They are the two surviving Federal style rowhouses on this location, which was at one point part of the Bayard farm.[1]"

International Mercantile Marine Company Building,//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/InternationalMercantileMarineCoBldg.JPG/250px-InternationalMercantileMarineCoBldg.JPG,1919,"The International Mercantile Marine Company Building is located in New York, New York. The building was built in 1882 in the Queen Anne style. It was later altered in 1919 to its present neoclassical style. It was added to the National Register of Historic Places on March 2, 1991.",,,"[""Commercial buildings on the National Register of Historic Places in Manhattan"", ""Classical Revival architecture in New York"", ""Office buildings completed in 1919"", ""Buildings and structures in Manhattan"", ""New York County, New York Registered Historic Place stubs""]",,"1 Broadway, New York, New York","The International Mercantile Marine Company Building is located in New York, New York. The building was built in 1882 in the Queen Anne style. It was later altered in 1919 to its present neoclassical style. It was added to the National Register of Historic Places on March 2, 1991."
J. P. Morgan & Co. Building,//upload.wikimedia.org/wikipedia/commons/thumb/2/26/23_Wall_Street_New_York.jpg/325px-23_Wall_Street_New_York.jpg,1913[2],"Coordinates: 40°42′25″N 74°00′38″W﻿ / ﻿40.706954°N 74.010644°W﻿ / 40.706954; -74.01064423 Wall Street or ""The Corner"", is an office building formerly owned by J.P. Morgan & Co. – later the Morgan Guaranty Trust Company – located at the southeast corner of Wall Street and Broad Street, in the heart of the Financial District in Manhattan, New York City.The building was designated a New York City landmark in 1965,[2] and was added to the National Register of Historic Places in 1972.",,private,"[""Broad Street (Manhattan)"", ""Wall Street"", ""Office buildings completed in 1914"", ""Buildings and structures on the National Register of Historic Places in Manhattan"", ""House of Morgan"", ""JPMorgan Chase buildings"", ""Financial District, Manhattan""]",,"23 Wall StreetManhattan, New York City","Coordinates: 40°42′25″N 74°00′38″W﻿ / ﻿40.706954°N 74.010644°W﻿ / 40.706954; -74.01064423 Wall Street or ""The Corner"", is an office building formerly owned by J.P. Morgan & Co. – later the Morgan Guaranty Trust Company – located at the southeast corner of Wall Street and Broad Street, in the heart of the Financial District in Manhattan, New York City.The building was designated a New York City landmark in 1965,[2] and was added to the National Register of Historic Places in 1972."
John A. Lynch (ferryboat),//upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Verizonbldg-nov2005.jpg/22px-Verizonbldg-nov2005.jpg,1925,"The John A. Lynch was a ferryboat built in 1925 and was added to the National Register of Historic Places on September 7, 1984. It was located in New York City.",,Private,"[""Ships on the National Register of Historic Places in New York City"", ""New York County, New York Registered Historic Place stubs""]",,,"The John A. Lynch was a ferryboat built in 1925 and was added to the National Register of Historic Places on September 7, 1984. It was located in New York City."
John Street Building No. 170-176,//upload.wikimedia.org/wikipedia/commons/thumb/2/24/170-176-john-st.jpg/250px-170-176-john-st.jpg,1840 (1840),"170-176 John Street is a commercial building erected in 1840[2] facing Burling Slip (now filled in) along the East River in lower Manhattan, New York City. It is one of possibly two surviving granite Greek Revival buildings in New York.[3]It was originally known as the Hickson W. Field building; later, it was used as a ship chandlery and known as the Baker, Carver & Morrell Building.[4] It is listed on the National Register of Historic Places.",,Private,"[""Buildings and structures on the National Register of Historic Places in Manhattan"", ""Greek Revival architecture in New York"", ""Commercial buildings completed in 1840""]",,"170-176 John Street, Manhattan, New York City, New York","170-176 John Street is a commercial building erected in 1840[2] facing Burling Slip (now filled in) along the East River in lower Manhattan, New York City. It is one of possibly two surviving granite Greek Revival buildings in New York.[3]It was originally known as the Hickson W. Field building; later, it was used as a ship chandlery and known as the Baker, Carver & Morrell Building.[4] It is listed on the National Register of Historic Places."
John Street Methodist Church,//upload.wikimedia.org/wikipedia/commons/thumb/8/84/John_Street_Methodist_Church.jpg/275px-John_Street_Methodist_Church.jpg,1841[2],"The John Street United Methodist Church located at 44 John Street between Nassau and William Streets in the Financial District of Manhattan, New York City was built in 1841 in the Georgian style, with the design attributed to William Hurry and/or Philip Embury.[4][5][6] The congregation is the oldest Methodist congregation in North America, founded on October 12, 1766 as the Wesleyan Society in America.[5][7]The Society built its first church, the Wesely Chapel, a blue stucco barn, on this site in 1768.[5][6] Timber from the Chapel was later used in building the Bowery Village Methodist Church and the Park Avenue United Methodist Church.[6] The second church on this site was built in 1817-18, and the extravagance of the building provoked a secession from the congregation by Rev. William Stillwell. The third church, the current one, was necessitated by the widening of John Street.[6]The church was designated a New York City Landmark in 1964 and added to the National Register of Historic Places in 1973. In 1984, the church sold its air rights to 33 Maiden Lane.[6]Hymnist Fanny Crosby was a member of the church congregation for many years.",,,"[""New York City building and structure stubs"", ""Churches in Manhattan"", ""Landmarks in Manhattan"", ""Religious buildings completed in 1841"", ""Properties of religious function on the National Register of Historic Places in Manhattan"", ""Methodist churches in New York"", ""History of Methodism in the United States"", ""Methodist organizations established in the 18th century"", ""Financial District, Manhattan""]",,"44 John StreetManhattan, New York City","The John Street United Methodist Church located at 44 John Street between Nassau and William Streets in the Financial District of Manhattan, New York City was built in 1841 in the Georgian style, with the design attributed to William Hurry and/or Philip Embury.[4][5][6] The congregation is the oldest Methodist congregation in North America, founded on October 12, 1766 as the Wesleyan Society in America.[5][7]The Society built its first church, the Wesely Chapel, a blue stucco barn, on this site in 1768.[5][6] Timber from the Chapel was later used in building the Bowery Village Methodist Church and the Park Avenue United Methodist Church.[6] The second church on this site was built in 1817-18, and the extravagance of the building provoked a secession from the congregation by Rev. William Stillwell. The third church, the current one, was necessitated by the widening of John Street.[6]The church was designated a New York City Landmark in 1964 and added to the National Register of Historic Places in 1973. In 1984, the church sold its air rights to 33 Maiden Lane.[6]Hymnist Fanny Crosby was a member of the church congregation for many years."
Joralemon Street Tunnel,//upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Joralemon_Street_Tunnel_postcard%2C_1913.jpg/220px-Joralemon_Street_Tunnel_postcard%2C_1913.jpg,,"The Joralemon Street Tunnel, originally called the Brooklyn-Battery Tunnel,[3] carries the 4 5 trains of the IRT Lexington Avenue Line of the New York City Subway under the East River from the Bowling Green neighborhood (State Street) in Manhattan to Joralemon Street and Willow Place in Brooklyn. It was the first underwater subway tunnel connecting Manhattan and Brooklyn, with construction taking place between 1903 and 1907.[4]",,,"[""Buildings and structures on the National Register of Historic Places in Manhattan"", ""East River"", ""Railway tunnels in New York City"", ""Railway tunnels on the National Register of Historic Places"", ""New York City Subway infrastructure"", ""Tunnels completed in 1908""]",,,"The Joralemon Street Tunnel, originally called the Brooklyn-Battery Tunnel,[3] carries the 4 5 trains of the IRT Lexington Avenue Line of the New York City Subway under the East River from the Bowling Green neighborhood (State Street) in Manhattan to Joralemon Street and Willow Place in Brooklyn. It was the first underwater subway tunnel connecting Manhattan and Brooklyn, with construction taking place between 1903 and 1907.[4]"
"Judson Memorial Church, Campanile, and Judson Hall",//upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Judson_Church_from_east.jpg/250px-Judson_Church_from_east.jpg,"Sanctuary:
1888–93Campanile:
1895–96Hall:
1877[2]","The Judson Memorial Church is located on Washington Square South between Thompson Street and Sullivan Street, opposite Washington Square Park, in the Greenwich Village neighborhood of the Manhattan borough of New York City. It is affiliated with the American Baptist Churches USA and with the United Church of Christ.The church sanctuary, its campanile tower and the attached Judson Hall were designated landmarks by the New York City Landmarks Preservation Commission in 1966, and were added to the National Register of Historic Places in 1974.",,private,"[""Baptist churches in New York"", ""Religious buildings completed in 1893"", ""19th-century church buildings"", ""Churches in Manhattan"", ""Properties of religious function on the National Register of Historic Places in Manhattan"", ""Religious organizations established in 1890"", ""United Church of Christ churches in New York"", ""Greenwich Village""]",,"Washington Square South Thompson StreetNew York City, New York, United States","The Judson Memorial Church is located on Washington Square South between Thompson Street and Sullivan Street, opposite Washington Square Park, in the Greenwich Village neighborhood of the Manhattan borough of New York City. It is affiliated with the American Baptist Churches USA and with the United Church of Christ.The church sanctuary, its campanile tower and the attached Judson Hall were designated landmarks by the New York City Landmarks Preservation Commission in 1966, and were added to the National Register of Historic Places in 1974."
Kehila Kedosha Janina Synagogue,//upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Kehila_Kedosha_Janina.jpg/250px-Kehila_Kedosha_Janina.jpg,,"Coordinates: 40°43′6.58″N 73°59′28.38″W﻿ / ﻿40.7184944°N 73.9912167°W﻿ / 40.7184944; -73.9912167The Kehila Kedosha Janina (Holy Community of Janina) synagogue at 280 Broome Street between Allen and Eldridge Streets in the Lower East Side neighborhood of Manhattan, New York City was built in 1925-27 and was designed by Sydney Daub.[1] It is now the only Romaniote rite synagogue in the Western Hemisphere. Romaniote traditions are separate from those of both Sephardic and Ashkenazy Judaism.[2]The building was added to the National Register of Historic Places on November 30, 1999, and was designated a New York City landmark on May 11, 2004.[2] It underwent a major restoration in 2006.",,,"[""Greek-American culture in New York"", ""Synagogues in Manhattan"", ""Landmarks in Manhattan"", ""Properties of religious function on the National Register of Historic Places in Manhattan"", ""Synagogues on the National Register of Historic Places"", ""Lower East Side"", ""Religious organizations established in 1906"", ""Religious buildings completed in 1927"", ""Romaniote Jews topics"", ""Orthodox synagogues in New York City"", ""1906 establishments in New York""]",,,"Coordinates: 40°43′6.58″N 73°59′28.38″W﻿ / ﻿40.7184944°N 73.9912167°W﻿ / 40.7184944; -73.9912167The Kehila Kedosha Janina (Holy Community of Janina) synagogue at 280 Broome Street between Allen and Eldridge Streets in the Lower East Side neighborhood of Manhattan, New York City was built in 1925-27 and was designed by Sydney Daub.[1] It is now the only Romaniote rite synagogue in the Western Hemisphere. Romaniote traditions are separate from those of both Sephardic and Ashkenazy Judaism.[2]The building was added to the National Register of Historic Places on November 30, 1999, and was designated a New York City landmark on May 11, 2004.[2] It underwent a major restoration in 2006."
LaGrange Terrace,//upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Colonnade_Row_north_clean_jeh.jpg/250px-Colonnade_Row_north_clean_jeh.jpg,1832,"Colonnade Row, also known as LaGrange Terrace, on present-day Lafayette Street in New York City's NoHo neighborhood, is a landmarked series of Greek revival buildings originally built in the early 1830s. They are believed to have been built by Seth Greer, although the project has been attributed to a number of other architects. The buildings' original name comes from the Marquis de Lafayette's estate in France, but the series of nine row houses, of which four remain, owe their existence to John Jacob Astor, who bought the property and whose grandson John Jacob Astor III later lived at No. 424.[2] The buildings are listed on the National Register of Historic Places under the name LaGrange Terrace and the facades remain standing on Lafayette Street south of Astor Place.[3]",,Private,"[""Residential buildings on the National Register of Historic Places in Manhattan"", ""Greek Revival architecture in New York"", ""Houses completed in 1832"", ""Landmarks in Manhattan""]",,"New York, New York","Colonnade Row, also known as LaGrange Terrace, on present-day Lafayette Street in New York City's NoHo neighborhood, is a landmarked series of Greek revival buildings originally built in the early 1830s. They are believed to have been built by Seth Greer, although the project has been attributed to a number of other architects. The buildings' original name comes from the Marquis de Lafayette's estate in France, but the series of nine row houses, of which four remain, owe their existence to John Jacob Astor, who bought the property and whose grandson John Jacob Astor III later lived at No. 424.[2] The buildings are listed on the National Register of Historic Places under the name LaGrange Terrace and the facades remain standing on Lafayette Street south of Astor Place.[3]"
"Lee, Higginson & Company Bank Building",//upload.wikimedia.org/wikipedia/commons/thumb/7/78/41-broad-street.jpg/250px-41-broad-street.jpg,1928,"The Lee, Higginson & Company Bank Building is located in lower Manhattan in New York City. The building was built in 1928 and was added to the National Register of Historic Places on June 7, 2006.",,Private,"[""Bank buildings on the National Register of Historic Places in New York"", ""Classical Revival architecture in New York"", ""Commercial buildings completed in 1928"", ""Buildings and structures in Manhattan"", ""New York County, New York Registered Historic Place stubs""]",,"41 Broad Street, New York, New York","The Lee, Higginson & Company Bank Building is located in lower Manhattan in New York City. The building was built in 1928 and was added to the National Register of Historic Places on June 7, 2006."
Daniel LeRoy House,//upload.wikimedia.org/wikipedia/commons/thumb/3/30/Daniel-leroy-house-20-st-marks.jpg/250px-Daniel-leroy-house-20-st-marks.jpg,1832,"The Daniel LeRoy House is located at 20 St. Marks Place in the East Village neighborhood of Manhattan in New York City. The Greek Revival building was built in 1832[2] as part of a development by Thomas E. Davis of 3½-story brick houses which spanned both sides of the street. The Daniel LeRoy house is one of the three surviving houses of this development, the other two being 25 St. Marks Place and the Hamilton-Holly House at 4 St. Marks Place. It has a marble entrance ornamented with vermiculated blocks. LeRoy was an in-law of Peter Stuyvesant, and a South Street merchant, who lived in the house with his wife Elizabeth Fish, of the eminent Fish family.The building was designated a landmark by the New York City Landmarks Preservation Commission in 1969, and was added to the National Register of Historic Places on October 29, 1982. In Spring 1998, restorations were made on the house, including repainting, repointing brickwork and replacing cornices.[3]",,,"[""Houses on the National Register of Historic Places in New York"", ""Federal architecture in New York"", ""Houses completed in 1832"", ""Houses in Manhattan"", ""Landmarks in Manhattan"", ""New York County, New York Registered Historic Place stubs""]",,"20 St. Mark's Place, New York, New York","The Daniel LeRoy House is located at 20 St. Marks Place in the East Village neighborhood of Manhattan in New York City. The Greek Revival building was built in 1832[2] as part of a development by Thomas E. Davis of 3½-story brick houses which spanned both sides of the street. The Daniel LeRoy house is one of the three surviving houses of this development, the other two being 25 St. Marks Place and the Hamilton-Holly House at 4 St. Marks Place. It has a marble entrance ornamented with vermiculated blocks. LeRoy was an in-law of Peter Stuyvesant, and a South Street merchant, who lived in the house with his wife Elizabeth Fish, of the eminent Fish family.The building was designated a landmark by the New York City Landmarks Preservation Commission in 1969, and was added to the National Register of Historic Places on October 29, 1982. In Spring 1998, restorations were made on the house, including repainting, repointing brickwork and replacing cornices.[3]"
Lettie G. Howard (schooner),//upload.wikimedia.org/wikipedia/commons/thumb/4/46/Schooner_Lettie_G._Howard%2C_South_Street_Seaport_Museum%2C_New_York_%28New_York_County%2C_New_York%29.jpg/250px-Schooner_Lettie_G._Howard%2C_South_Street_Seaport_Museum%2C_New_York_%28New_York_County%2C_New_York%29.jpg,"1893 A.D. Story Yard Essex, Massachusetts","Lettie G. Howard is a wooden Fredonia schooner built in 1893 in Essex, Massachusetts, USA.[3] This type of craft was commonly used by American offshore fishermen. The Lettie spent a significant portion of her working life off the Yucatan Peninsula coast. In 1968, she was sold to the South Street Seaport Museum and refinished. She was restored in 1991 and is certified as a training and working museum ship.She was declared a National Historic Landmark in 1989.[2][4][5]Based in New York, she currently sails along the Northeast seaboard.",,South Street Seaport Museum,"[""1893 ships"", ""National Historic Landmarks in New York"", ""Ships on the National Register of Historic Places in Manhattan"", ""South Street Seaport Museum"", ""Essex, Massachusetts""]",,"South Street Seaport, Manhattan, New York City, New York","Lettie G. Howard is a wooden Fredonia schooner built in 1893 in Essex, Massachusetts, USA.[3] This type of craft was commonly used by American offshore fishermen. The Lettie spent a significant portion of her working life off the Yucatan Peninsula coast. In 1968, she was sold to the South Street Seaport Museum and refinished. She was restored in 1991 and is certified as a training and working museum ship.She was declared a National Historic Landmark in 1989.[2][4][5]Based in New York, she currently sails along the Northeast seaboard."
Liberty Tower,//upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Liberty_Tower_from_west.jpg/250px-Liberty_Tower_from_west.jpg,1909=10,"The Liberty Tower, formerly the Sinclair Oil Building, located at 55 Liberty Street at the corner of Nassau Street in the Financial District of Manhattan, New York City was built in 1909-10 as a commercial office building and was designed by Chicago architect Henry Ives Cobb in the Gothic revival style. It was built on a site adjacent to the New York City Chamber of Commerce building (1901), and the subsequent New York Federal Reserve Bank building constructed to the east, across Nassau Street, in 1922.A completely free-standing 33-story building, in 1909 Liberty Tower was the tallest building in the world with such a small footprint. Because the then new principles of ""skyscraper"" design were not yet fully understood, the building was overbuilt, with its steel foundation anchored deeply into bedrock five stories below street level. This overly sturdy construction helped this tall, slender building withstand the collapse of two World Trade Towers only 220 yards to the west on September 11, 2001, with only minimal damage despite the impact which was measured at the time as a 3.3 magnitude seismic event.The limestone building is covered in white terra-cotta ornamented with birds and alligators and other fanciful subjects.[2][3]",,private,"[""Buildings and structures on the National Register of Historic Places in Manhattan"", ""Gothic Revival architecture in New York"", ""Residential skyscrapers in Manhattan"", ""Office buildings completed in 1909"", ""Financial District, Manhattan""]",,"55 Liberty St.Manhattan, New York City","The Liberty Tower, formerly the Sinclair Oil Building, located at 55 Liberty Street at the corner of Nassau Street in the Financial District of Manhattan, New York City was built in 1909-10 as a commercial office building and was designed by Chicago architect Henry Ives Cobb in the Gothic revival style. It was built on a site adjacent to the New York City Chamber of Commerce building (1901), and the subsequent New York Federal Reserve Bank building constructed to the east, across Nassau Street, in 1922.A completely free-standing 33-story building, in 1909 Liberty Tower was the tallest building in the world with such a small footprint. Because the then new principles of ""skyscraper"" design were not yet fully understood, the building was overbuilt, with its steel foundation anchored deeply into bedrock five stories below street level. This overly sturdy construction helped this tall, slender building withstand the collapse of two World Trade Towers only 220 yards to the west on September 11, 2001, with only minimal damage despite the impact which was measured at the time as a 3.3 magnitude seismic event.The limestone building is covered in white terra-cotta ornamented with birds and alligators and other fanciful subjects.[2][3]"
"Lilac, United States Lighthouse Tender",//upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Lilac_n_McKean_Pier_40_jeh.jpg/250px-Lilac_n_McKean_Pier_40_jeh.jpg,1933,"The Lilac was a lighthouse tender located in New York City. It was built in 1933 and was added to the National Register of Historic Places on January 7, 2005.",,Private,"[""National Register of Historic Places in New York"", ""1933 ships"", ""Manhattan"", ""New York County, New York Registered Historic Place stubs""]",,"Pier 40, New York, New York","The Lilac was a lighthouse tender located in New York City. It was built in 1933 and was added to the National Register of Historic Places on January 7, 2005."
Lower East Side Historic District,//upload.wikimedia.org/wikipedia/commons/thumb/9/9f/30-38_East_3rd_St.jpg/325px-30-38_East_3rd_St.jpg,,"Coordinates: 40°43′36″N 73°59′20″W﻿ / ﻿40.726722°N 73.988932°W﻿ / 40.726722; -73.988932The East Village/Lower East Side Historic District in lower Manhattan, New York City was created by the New York City Landmarks Preservation Commission on October 9, 2012.[1] It encompasses 330 buildings, mostly in the East Village neighborhood, primarily along Second Avenue between East 2nd and 6th Streets, and along the side streets. Some of the buildings are located in a second area between First Avenue and Avenue A along East 6th and 7th Streets. The district is based on the one which had been proposed by the Greenwich Village Society for Historic Preservation, with only minor changes, and is the result of a two-year effort to protect the area.[2][3]Significant buildings which are located within the district include Congregation Adas Yisroel Anshe Mezeritz Synagogue at 415 East 6th Street, the Russian Orthodox Cathedral of the Protection of the Holy Virgin at 59 East 2nd Street, the Community Synagogue at 323 East 6th Street which was originally the Evangelical Lutheran Church of St. Matthew, from which parish which many of the victims of the General Slocum disaster came, the building housing the Pyramid Club at 101 Avenue A,[3] and the Middle Collegiate Church at 112 Second Avenue. In addition the district features many row houses and tenements in the Greek Revival style, and numerous buildings constructed for the German immigrants who dominated the neighborhood in the late 19th and early 20th centuries.[2] The district also includes the theatres on East 4th Street between Second Avenue and The Bowery, which the city has named a cultural district,[2] as well as several remnants of the theatres on Second Avenue when Yiddish theatre thrived there and it was called the ""Jewish Rialto"".",,,"[""Historic districts in New York City"", ""Manhattan""]",,,"Coordinates: 40°43′36″N 73°59′20″W﻿ / ﻿40.726722°N 73.988932°W﻿ / 40.726722; -73.988932The East Village/Lower East Side Historic District in lower Manhattan, New York City was created by the New York City Landmarks Preservation Commission on October 9, 2012.[1] It encompasses 330 buildings, mostly in the East Village neighborhood, primarily along Second Avenue between East 2nd and 6th Streets, and along the side streets. Some of the buildings are located in a second area between First Avenue and Avenue A along East 6th and 7th Streets. The district is based on the one which had been proposed by the Greenwich Village Society for Historic Preservation, with only minor changes, and is the result of a two-year effort to protect the area.[2][3]Significant buildings which are located within the district include Congregation Adas Yisroel Anshe Mezeritz Synagogue at 415 East 6th Street, the Russian Orthodox Cathedral of the Protection of the Holy Virgin at 59 East 2nd Street, the Community Synagogue at 323 East 6th Street which was originally the Evangelical Lutheran Church of St. Matthew, from which parish which many of the victims of the General Slocum disaster came, the building housing the Pyramid Club at 101 Avenue A,[3] and the Middle Collegiate Church at 112 Second Avenue. In addition the district features many row houses and tenements in the Greek Revival style, and numerous buildings constructed for the German immigrants who dominated the neighborhood in the late 19th and early 20th centuries.[2] The district also includes the theatres on East 4th Street between Second Avenue and The Bowery, which the city has named a cultural district,[2] as well as several remnants of the theatres on Second Avenue when Yiddish theatre thrived there and it was called the ""Jewish Rialto""."
MacDougal-Sullivan Gardens Historic District,//upload.wikimedia.org/wikipedia/commons/thumb/5/5c/82-96_MacDougal_Street.jpg/300px-82-96_MacDougal_Street.jpg,MacDougal: 1844Sullivan: 1850Renovation & redesign: 1921,"The MacDougal-Sullivan Gardens Historic District is a small historic district consisting of 22 houses located at 74-96 MacDougal Street and 170-188 Sullivan Street between Houston and Bleecker Streets in the South Village neighborhood of Manhattan, New York City.The houses were built in 1844 (MacDougal Street) and 1850 (Sullivan Street) in the Greek Revival style, but became deteriorated until they were bought in 1920 by William Sloane Coffin, a director of the W. & J. Sloane Company furniture and rug retailer, who formed the Hearth and Home Corporation to do so. Coffin's intention was to create a middle-class development in what had become a slum; the project would be the most extensive such effort to date. Coffin engaged architects Francis Y. Joannes and Maxwell Hyde, who converted the houses into apartments – a five-room duplex, a four-room apartment, and two ""non-housekeeping"" apartments – and re-faced the buildings in Colonial Revival style while retaining some of the original Greek Revival elements. They removed all the buildings' stoops and combined the rear yards to make a common garden.The renovation of the buildings was completed by 1921, and the garden by 1923. The houses were sold to individual owners in 1924, with the integrity of the project maintained by the MacDougal-Sullivan Gardens Association.[2][3][4]The district was designated a New York City landmark in 1967[2] and was added to the National Register of Historic Places in 1983.[1]",,District: localHouses: private,"[""Historic districts in New York City"", ""New York City geography stubs"", ""Manhattan""]",,"74-86 MacDougal St. & 170-188 Sullivan St.Manhattan, New York City","The MacDougal-Sullivan Gardens Historic District is a small historic district consisting of 22 houses located at 74-96 MacDougal Street and 170-188 Sullivan Street between Houston and Bleecker Streets in the South Village neighborhood of Manhattan, New York City.The houses were built in 1844 (MacDougal Street) and 1850 (Sullivan Street) in the Greek Revival style, but became deteriorated until they were bought in 1920 by William Sloane Coffin, a director of the W. & J. Sloane Company furniture and rug retailer, who formed the Hearth and Home Corporation to do so. Coffin's intention was to create a middle-class development in what had become a slum; the project would be the most extensive such effort to date. Coffin engaged architects Francis Y. Joannes and Maxwell Hyde, who converted the houses into apartments – a five-room duplex, a four-room apartment, and two ""non-housekeeping"" apartments – and re-faced the buildings in Colonial Revival style while retaining some of the original Greek Revival elements. They removed all the buildings' stoops and combined the rear yards to make a common garden.The renovation of the buildings was completed by 1921, and the garden by 1923. The houses were sold to individual owners in 1924, with the integrity of the project maintained by the MacDougal-Sullivan Gardens Association.[2][3][4]The district was designated a New York City landmark in 1967[2] and was added to the National Register of Historic Places in 1983.[1]"
Machigonne (ferry),//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/SS_Machigonne.jpg/300px-SS_Machigonne.jpg,,"Yankee (also known as Machigonne)[3] is an early-20th century steel hulled ferry which is registered as an historic vessel with the National Register of Historic Places. As of 2006 it was berthed in Hoboken, New Jersey. In mid-2013, the ferry was moved to the Henry Street pier in the Gowanus Bay Terminal in Red Hook, Brooklyn.",,private owner,"[""Ferries of Maine"", ""Ferries of Massachusetts"", ""Ferries of New York City"", ""Ferries of Rhode Island"", ""Ships built in Pennsylvania"", ""Ships built by Neafie and Levy"", ""World War I auxiliary ships of the United States"", ""Ships on the National Register of Historic Places in Manhattan"", ""1907 ships"", ""Transportation in Boston, Massachusetts"", ""Hoboken, New Jersey"", ""National Register of Historic Places in Hudson County, New Jersey""]",,"Hudson River, Hoboken, New Jersey","Yankee (also known as Machigonne)[3] is an early-20th century steel hulled ferry which is registered as an historic vessel with the National Register of Historic Places. As of 2006 it was berthed in Hoboken, New Jersey. In mid-2013, the ferry was moved to the Henry Street pier in the Gowanus Bay Terminal in Red Hook, Brooklyn."

